"admin_lvl1_name" "date" "USAF" "country_iso2_id" "country_name" "admin_lvl1_id" "period_date" "dengue_total_cases" "LAT" "LON" "ELEV(M)" "wban" "yearmoda" "temp" "dewp" "slp" "stp" "visib" "wdsp" "mxspd" "gust" "max" "min" "prcp" "sndp" "frshtt" "predicted"
"118" "anuradhapura" "2013-01-01" 434210 "LKA" "Sri Lanka" "LK.AD" 20130101 80 8.301 80.428 98.8 99999 20130101 79.5 73.8 1010.5 1000.3 9.3 1 2.9 999.9 86.7 74 0 999.9 0 124
"119" "anuradhapura" "2013-02-01" 434210 "LKA" "Sri Lanka" "LK.AD" 20130201 74 8.301 80.428 98.8 99999 20130201 77.8 70.8 1013.1 1002.9 9.3 1.2 2.9 999.9 88.7 68 0 999.9 0 79
"120" "anuradhapura" "2013-03-01" 434210 "LKA" "Sri Lanka" "LK.AD" 20130301 90 8.301 80.428 98.8 99999 20130301 80.2 71 1010.9 1000.7 11.7 0.8 1.9 999.9 90.9 71 0 999.9 0 73
"121" "anuradhapura" "2013-04-01" 434210 "LKA" "Sri Lanka" "LK.AD" 20130401 36 8.301 80.428 98.8 99999 20130401 85.5 77.2 1009.6 999.4 11.7 0.6 1.9 999.9 94.8 78 0 999.9 0 80
"122" "anuradhapura" "2013-05-01" 434210 "LKA" "Sri Lanka" "LK.AD" 20130501 47 8.301 80.428 98.8 99999 20130501 82.3 75.2 1007.4 997.2 9.3 1.2 5.1 999.9 95.5 75.9 0 999.9 10010 39
"123" "anuradhapura" "2013-06-01" 434210 "LKA" "Sri Lanka" "LK.AD" 20130601 28 8.301 80.428 98.8 99999 20130604 81.9 75.1 1006.4 996.2 12.4 2.7 2.9 999.9 91.9 79.9 0 999.9 0 74
"124" "anuradhapura" "2013-07-01" 434210 "LKA" "Sri Lanka" "LK.AD" 20130701 23 8.301 80.428 98.8 99999 20130701 82.6 72.7 1007.5 997.3 12.4 3.1 6 999.9 91.9 76 0 999.9 0 2.99999999999997
"125" "anuradhapura" "2013-08-01" 434210 "LKA" "Sri Lanka" "LK.AD" 20130801 33 8.301 80.428 98.8 99999 20130801 84.4 72 1006.9 996.7 12.4 7.1 9.9 999.9 93.2 78 0 999.9 0 26
"126" "anuradhapura" "2013-09-01" 434210 "LKA" "Sri Lanka" "LK.AD" 20130901 38 8.301 80.428 98.8 99999 20130901 82.9 74.6 1008.7 998.5 12.4 1.5 4.1 999.9 93.2 75 0.38 999.9 0 25
"127" "anuradhapura" "2013-10-01" 434210 "LKA" "Sri Lanka" "LK.AD" 20131001 28 8.301 80.428 98.8 99999 20131001 83.5 72.7 1007.1 996.9 12.4 2.5 4.1 999.9 93.7 76 0 999.9 0 39
"128" "anuradhapura" "2013-11-01" 434210 "LKA" "Sri Lanka" "LK.AD" 20131101 30 8.301 80.428 98.8 99999 20131101 80.5 75.8 1010.6 1000.4 12.4 0.2 1.9 999.9 91.6 74 0.15 999.9 10000 35
"129" "anuradhapura" "2013-12-01" 434210 "LKA" "Sri Lanka" "LK.AD" 20131201 63 8.301 80.428 98.8 99999 20131201 76.6 74 1011.7 1001.5 12.4 1.9 2.9 999.9 81.7 73 0.46 999.9 10000 38.270386994212
"130" "anuradhapura" "2014-01-01" 434210 "LKA" "Sri Lanka" "LK.AD" 20140101 68 8.301 80.428 98.8 99999 20140101 77.5 68.8 1012.3 1002.1 12.4 1.2 2.9 999.9 87.3 71 0 999.9 0 24
