country_iso2_id,country_name,admin_lvl1_id,admin_lvl1_name,period_date,dengue_total_cases
LKA,Sri Lanka,LK.NW,Nuwara Eliya,20120801,30
LKA,Sri Lanka,LK.NW,Nuwara Eliya,20120901,21
LKA,Sri Lanka,LK.NW,Nuwara Eliya,20121001,17
LKA,Sri Lanka,LK.NW,Nuwara Eliya,20121101,30
LKA,Sri Lanka,LK.NW,Nuwara Eliya,20121201,13
LKA,Sri Lanka,LK.NW,Nuwara Eliya,20130101,17
LKA,Sri Lanka,LK.NW,Nuwara Eliya,20130201,32
LKA,Sri Lanka,LK.NW,Nuwara Eliya,20130301,30
LKA,Sri Lanka,LK.NW,Nuwara Eliya,20130401,15
LKA,Sri Lanka,LK.NW,Nuwara Eliya,20130501,16
LKA,Sri Lanka,LK.NW,Nuwara Eliya,20130601,21
LKA,Sri Lanka,LK.NW,Nuwara Eliya,20130701,27
LKA,Sri Lanka,LK.NW,Nuwara Eliya,20130801,40
LKA,Sri Lanka,LK.NW,Nuwara Eliya,20130901,13
LKA,Sri Lanka,LK.NW,Nuwara Eliya,20131001,16
LKA,Sri Lanka,LK.NW,Nuwara Eliya,20131101,18
LKA,Sri Lanka,LK.NW,Nuwara Eliya,20131201,27
LKA,Sri Lanka,LK.NW,Nuwara Eliya,20140101,27
LKA,Sri Lanka,LK.NW,Nuwara Eliya,20140201,14
LKA,Sri Lanka,LK.NW,Nuwara Eliya,20140301,6
LKA,Sri Lanka,LK.NW,Nuwara Eliya,20140401,11
